PAY_YEAR,DEPARTMENT_NO,DEPARTMENT_TITLE,JOB_CLASS_PGRADE,JOB_TITLE,EMPLOYMENT_TYPE,JOB_STATUS,REGULAR_PAY,OVERTIME_PAY,ALL_OTHER_PAY,TOTAL_PAY,CITY_RETIREMENT_CONTRIBUTIONS,BENEFIT_PAY,GENDER,ETHNICITY,EMPLOYEE_NO
2023,70,POLICE,2214-C,POLICE OFFICER I,FULL_TIME,ACTIVE,21195.24,1793.14,56,23044.38,9929.97,2640.68,FEMALE,HISPANIC,194350
2023,86,PUBLIC WORKS - STREET SERVICES,4150-1,STREET SERVICES WORKER I,FULL_TIME,ACTIVE,15681,8793.74,342.83,24817.57,4650.98,5009.48,MALE,BLACK,194351
2023,82,PUBLIC WORKS - SANITATION,4124-0,SENIOR WASTEWATER TREATMENT OPERATOR,FULL_TIME,ACTIVE,36379,7647.18,4150,48176.18,10790.01,5656.42,MALE,HISPANIC,194352
2023,84,PUBLIC WORKS - STREET LIGHTING,7527-2,STREET LIGHTING ENGINEERING ASSOCIATE II,FULL_TIME,ACTIVE,29422.4,2690.76,112.34,32225.5,8726.68,2644.81,MALE,HISPANIC,194353
2023,38,FIRE,5125-0,FIREBOAT MATE,FULL_TIME,NOT_ACTIVE,11322.61,6193.71,23069.75,40586.07,5304.64,2283.66,MALE,CAUCASIAN,194354
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,29808.8,16723.94,717,47249.74,13965.42,6222.37,MALE,CAUCASIAN,194355
2023,70,POLICE,2207-3,POLICE SERVICE REPRESENTATIVE III,FULL_TIME,ACTIVE,31698.2,1653.03,1535.94,34887.17,9401.69,2272.97,FEMALE,HISPANIC,194356
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,29808.8,4820.39,537,35166.19,13965.42,5456.15,MALE,BLACK,194357
2023,86,PUBLIC WORKS - STREET SERVICES,1368-0,SENIOR ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,20533.6,0,0,20533.6,6090.27,2644.81,FEMALE,HISPANIC,194358
2023,4,AIRPORTS,9184-0,MANAGEMENT ANALYST,FULL_TIME,ACTIVE,14518.88,0,0,14518.88,4306.3,2468.36,MALE,FILIPINO,194359
2023,38,FIRE,2142-1,FIRE CAPTAIN I,FULL_TIME,ACTIVE,44999.81,73121.85,8388.95,126510.61,21082.41,6222.37,MALE,CAUCASIAN,194360
2023,82,PUBLIC WORKS - SANITATION,4113-0,WASTEWATER COLLECTION SUPERVISOR,FULL_TIME,ACTIVE,34082.4,1612.5,795,36489.9,10108.84,5596.01,MALE,CAUCASIAN,194361
2023,12,CITY ATTORNEY,0597-0,DEPUTY CITY ATTORNEY IV,FULL_TIME,ACTIVE,69321.7,0,0,69321.7,20560.82,4151.77,FEMALE,CAUCASIAN,194362
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,31255.79,11456.88,0,42712.67,14643.34,5629.05,MALE,HISPANIC,194363
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,37623.35,12950.19,1330,51903.54,17626.54,6222.37,MALE,HISPANIC,194364
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,35367.07,3909.6,1330,40606.67,16569.47,5629.05,MALE,HISPANIC,194365
2023,44,LIBRARY,6152-2,LIBRARIAN II,FULL_TIME,ACTIVE,24665.6,431.24,36.49,25133.33,7315.82,2550.17,FEMALE,CAUCASIAN,194366
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,45294.95,0,24,45318.95,21220.68,5629.05,MALE,HISPANIC,194367
2023,38,FIRE,2128-1,FIRE INSPECTOR I,FULL_TIME,ACTIVE,40098.54,50366.13,357,90821.67,18786.17,5872.37,MALE,ASIAN,194368
2023,38,FIRE,2112-2,FIREFIGHTER II,FULL_TIME,ACTIVE,21916.8,9685.6,717,32319.4,10268.02,5377.46,MALE,BLACK,194369
2023,8,BUILDING AND SAFETY,1223-0,ACCOUNTING CLERK,FULL_TIME,ACTIVE,14822.4,279.09,205.63,15307.12,4396.32,5104.12,FEMALE,CAUCASIAN,194370
2023,38,FIRE,2112-2,FIREFIGHTER II,FULL_TIME,ACTIVE,25717.6,6910.08,657,33284.68,12048.7,6222.37,MALE,HISPANIC,194371
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,38786.47,4658.73,537,43982.2,10335.49,5456.15,MALE,BLACK,194372
2023,78,PUBLIC WORKS - ENGINEERING,9485-0,SENIOR CIVIL ENGINEER,FULL_TIME,ACTIVE,41842.4,0,150,41992.4,12410.46,6579.72,FEMALE,ASIAN,194373
2023,2,AGING,1112-B,COMMUNITY AND ADMINISTRATIVE SUPPORT WORKER I,PART_TIME,ACTIVE,256.64,0,5662.12,5918.76,0,0,FEMALE,BLACK,194374
2023,66,PERSONNEL,0139-0,EXAMINING ASSISTANT CIVIL SERVICE,PART_TIME,ACTIVE,420,0,0,420,0,0,FEMALE,NA,194375
2023,12,CITY ATTORNEY,0595-0,DEPUTY CITY ATTORNEY II,FULL_TIME,ACTIVE,45105.78,0,0,45105.78,13378.37,4319.63,FEMALE,CAUCASIAN,194376
2023,44,LIBRARY,1358-0,ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,18047.44,315.58,49.48,18412.5,5352.87,6485.08,FEMALE,HISPANIC,194377
2023,12,CITY ATTORNEY,0586-0,LEGAL CLERK II,FULL_TIME,ACTIVE,17012.01,0,0,17012.01,5045.76,6579.72,FEMALE,BLACK,194378
2023,78,PUBLIC WORKS - ENGINEERING,7237-0,CIVIL ENGINEER,FULL_TIME,ACTIVE,39661.6,0,1400,41061.6,11763.63,5613.02,MALE,HISPANIC,194379
2023,66,PERSONNEL,1141-0,CLERK,PART_TIME,ACTIVE,4369.16,0,0,4369.16,0,0,FEMALE,HISPANIC,194380
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,34787.27,8873.91,2030,45691.18,11946.26,3484.46,MALE,BLACK,194381
2023,94,TRANSPORTATION,7280-2,TRANSPORTATION ENGINEERING ASSOCIATE II,FULL_TIME,ACTIVE,27872,4132.8,1400,33404.8,8266.84,4319.63,MALE,HISPANIC,194382
2023,43,LOS ANGELES HOUSING,1117-2,EXECUTIVE ADMINISTRATIVE ASSISTANT II,FULL_TIME,NOT_ACTIVE,15257.6,0,0,15257.6,4525.4,1889.15,FEMALE,BLACK,194383
2023,88,RECREATION AND PARKS,2409-0,SEASONAL POOL MANAGER I,PART_TIME,ACTIVE,135.41,0,0,135.41,0,0,FEMALE,HISPANIC,194384
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,37766.02,9105.23,3083.6,49954.85,17693.38,5629.05,MALE,HISPANIC,194385
2023,70,POLICE,2227-2,POLICE SERGEANT II,FULL_TIME,ACTIVE,41828.24,0,7707.2,49535.44,19596.53,2712.43,MALE,CAUCASIAN,194386
2023,78,PUBLIC WORKS - ENGINEERING,1431-4,PROGRAMMER ANALYST IV,FULL_TIME,NOT_ACTIVE,31118.4,0,2866.6,33985,9229.72,5639.76,MALE,CAUCASIAN,194387
2023,21,COMMUNITY INVESTMENT FOR FAMILIES DEPARTMENT,1360-0,OFFICE SERVICES ASSISTANT,FULL_TIME,ACTIVE,11396.8,0,0,11396.8,3380.29,2550.17,FEMALE,HISPANIC,194388
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,NOT_ACTIVE,17144.94,3305.56,29954.04,50404.54,8032.4,3117.8,MALE,HISPANIC,194389
2023,70,POLICE,2232-2,POLICE LIEUTENANT II,FULL_TIME,ACTIVE,46039.58,2546.78,10035.12,58621.48,21569.54,6222.37,MALE,ASIAN,194390
2023,8,BUILDING AND SAFETY,4253-0,SENIOR BUILDING MECHANICAL INSPECTOR,FULL_TIME,ACTIVE,35850.76,0,182.38,36033.14,10633.34,5596.01,MALE,CAUCASIAN,194391
2023,70,POLICE,2236-2,CRIME AND INTELLIGENCE ANALYST II,FULL_TIME,ACTIVE,30914.02,0,1050,31964.02,9169.1,4319.63,FEMALE,ASIAN,194392
2023,42,HARBOR,3585-0,MOTOR SWEEPER OPERATOR,FULL_TIME,ACTIVE,23990.94,1002.12,3174,28167.06,7115.71,6579.72,MALE,HISPANIC,194393
2023,82,PUBLIC WORKS - SANITATION,3843-0,INSTRUMENT MECHANIC,FULL_TIME,ACTIVE,33953.29,0,977.57,34930.86,10070.55,2644.81,MALE,CAUCASIAN,194394
2023,82,PUBLIC WORKS - SANITATION,3580-2,REFUSE COLLECTION TRUCK OPERATOR II,FULL_TIME,ACTIVE,19639.2,8565.58,481,28685.78,5824.99,2644.81,MALE,BLACK,194395
2023,70,POLICE,3210-0,PRINCIPAL PROPERTY OFFICER,FULL_TIME,ACTIVE,11380.59,71.13,280.43,11732.15,3375.48,1851.27,FEMALE,HISPANIC,194396
2023,86,PUBLIC WORKS - STREET SERVICES,3115-0,MAINTENANCE AND CONSTRUCTION HELPER,FULL_TIME,ACTIVE,18060.96,0,200,18260.96,5356.88,5613.02,MALE,ASIAN,194397
2023,42,HARBOR,1501-0,STUDENT WORKER,PART_TIME,ACTIVE,4650.4,0,0,4650.4,0,0,FEMALE,NA,194398
2023,84,PUBLIC WORKS - STREET LIGHTING,7527-2,STREET LIGHTING ENGINEERING ASSOCIATE II,FULL_TIME,ACTIVE,29422.4,0,1800,31222.4,8726.68,2644.81,MALE,OTHER,194399
2023,88,RECREATION AND PARKS,3181-0,SECURITY OFFICER,PART_TIME,ACTIVE,8089.83,0,690.18,8780.01,0,2550.17,FEMALE,OTHER,194400
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,1721.94,0,44,1765.94,0,0,MALE,OTHER,194401
2023,4,AIRPORTS,0845-1,AIRPORT GUIDE I,PART_TIME,ACTIVE,9808.64,960.13,245,11013.77,0,2581.67,FEMALE,HISPANIC,194402
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,5827.11,0,0,5827.11,0,0,FEMALE,OTHER,194403
2023,40,GENERAL SERVICES,0865-0,ELECTRICIAN - HIRING HALL,PART_TIME,NOT_ACTIVE,16489.2,509.63,2588.76,19587.59,0,0,MALE,HISPANIC,194404
2023,40,GENERAL SERVICES,3863-0,ELECTRICIAN,FULL_TIME,ACTIVE,8108.8,0,114.94,8223.74,2405.07,0,MALE,HISPANIC,194405
2023,88,RECREATION AND PARKS,2418-1,ASSISTANT PARK SERVICES ATTENDANT I,PART_TIME,ACTIVE,5431.99,244.06,0,5676.05,0,2550.17,FEMALE,OTHER,194406
2023,42,HARBOR,7926-1,ARCHITECTURAL ASSOCIATE I,FULL_TIME,NOT_ACTIVE,3664.8,0,200,3864.8,1086.98,939.96,MALE,ASIAN,194407
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,3482.76,0,89,3571.76,0,0,FEMALE,BLACK,194408
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,23602.51,2212.71,2030,27845.22,11057.78,3484.46,MALE,HISPANIC,194409
2023,82,PUBLIC WORKS - SANITATION,7833-2,CHEMIST II,FULL_TIME,ACTIVE,29649.24,0,0,29649.24,8793.96,2644.81,MALE,ASIAN,194410
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,39026.52,3621.06,897,43544.58,18283.92,5456.15,MALE,ASIAN,194411
2023,86,PUBLIC WORKS - STREET SERVICES,4283-0,STREET SERVICES INVESTIGATOR,FULL_TIME,ACTIVE,21798.64,0,0,21798.64,6465.48,0,MALE,BLACK,194412
2023,4,AIRPORTS,7246-4,CIVIL ENGINEERING ASSOCIATE IV,FULL_TIME,ACTIVE,39661.6,0,4813.76,44475.36,11763.63,4319.63,MALE,ASIAN,194413
2023,66,PERSONNEL,1775-0,WORKERS COMPENSATION CLAIMS ASSISTANT,FULL_TIME,ACTIVE,15448,0,0,15448,4581.88,6579.72,FEMALE,BLACK,194414
2023,94,TRANSPORTATION,7285-1,TRANSPORTATION ENGINEERING AIDE I,FULL_TIME,ACTIVE,22934.38,0,0,22934.38,6802.34,5104.12,FEMALE,BLACK,194415
2023,12,CITY ATTORNEY,0585-0,LEGAL CLERK I,FULL_TIME,ACTIVE,3699.2,0,0,3699.2,1097.18,0,FEMALE,NA,194416
2023,38,FIRE,1525-2,PRINCIPAL ACCOUNTANT II,FULL_TIME,ACTIVE,33196.5,0,0,33196.5,9846.08,6485.08,FEMALE,FILIPINO,194417
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,30254.02,17449.26,112,47815.28,14174.01,4870.81,MALE,CAUCASIAN,194418
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,24546.5,2727.13,56,27329.63,11500.04,2640.68,MALE,HISPANIC,194419
2023,4,AIRPORTS,3181-0,SECURITY OFFICER,FULL_TIME,ACTIVE,23810.7,8631.07,652.3,33094.07,7062.25,5596.01,MALE,CAUCASIAN,194420
2023,88,RECREATION AND PARKS,2413-0,POOL LIFEGUARD,PART_TIME,ACTIVE,685.59,0,0,685.59,0,396.35,FEMALE,ASIAN,194421
2023,82,PUBLIC WORKS - SANITATION,3580-2,REFUSE COLLECTION TRUCK OPERATOR II,FULL_TIME,ACTIVE,23460.8,10950,851,35261.8,6958.47,6579.72,MALE,BLACK,194422
2023,82,PUBLIC WORKS - SANITATION,3108-0,MAINTENANCE ASSISTANT,FULL_TIME,ACTIVE,11367.73,487.92,200,12055.65,3371.67,2644.81,MALE,HISPANIC,194423
2023,66,PERSONNEL,2310-0,MEDICAL ASSISTANT,PART_TIME,ACTIVE,3937.63,0,0,3937.63,0,0,FEMALE,HISPANIC,194424
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,41942.24,23756.37,717,66415.61,19649.94,6222.37,MALE,HISPANIC,194425
2023,70,POLICE,2227-2,POLICE SERGEANT II,FULL_TIME,ACTIVE,42428.65,26523.98,2254,71206.63,19877.82,5629.05,MALE,HISPANIC,194426
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,31481.99,0,1330,32811.99,6387.65,5629.05,FEMALE,ASIAN,194427
2023,12,CITY ATTORNEY,0595-0,DEPUTY CITY ATTORNEY II,FULL_TIME,ACTIVE,40337.9,0,0,40337.9,11964.22,5104.12,FEMALE,HISPANIC,194428
2023,88,RECREATION AND PARKS,2415-0,SPECIAL PROGRAM ASSISTANT II,PART_TIME,ACTIVE,5119.6,0,160,5279.6,0,2550.17,MALE,HISPANIC,194429
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,23476.23,2795.1,2142,28413.33,10998.61,2640.68,MALE,HISPANIC,194430
2023,38,FIRE,2112-1,FIREFIGHTER I,FULL_TIME,NOT_ACTIVE,19014.08,3141.25,357,22512.33,5845.25,3442.25,MALE,ASIAN,194431
2023,70,POLICE,2227-2,POLICE SERGEANT II,FULL_TIME,ACTIVE,38827.74,1361.41,3948.8,44137.95,13206.46,6222.37,MALE,HISPANIC,194432
2023,70,POLICE,2223-1,POLICE DETECTIVE I,FULL_TIME,ACTIVE,38047.69,0,7852.9,45900.59,17825.34,6222.37,MALE,ASIAN,194433
2023,86,PUBLIC WORKS - STREET SERVICES,4150-1,STREET SERVICES WORKER I,FULL_TIME,ACTIVE,19025.6,438.19,1040,20503.79,5642.99,6485.08,MALE,HISPANIC,194434
2023,43,LOS ANGELES HOUSING,9184-0,MANAGEMENT ANALYST,FULL_TIME,ACTIVE,26272.42,0,1400,27672.42,7792.4,6485.08,MALE,ASIAN,194435
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,23602.63,2731.37,2142,28476,11057.83,3484.46,MALE,FILIPINO,194436
2023,86,PUBLIC WORKS - STREET SERVICES,3585-0,MOTOR SWEEPER OPERATOR,FULL_TIME,ACTIVE,24476.59,2349.84,200,27026.43,7259.76,5656.42,MALE,HISPANIC,194437
2023,70,POLICE,1116-0,SECRETARY,FULL_TIME,ACTIVE,17017.6,0,0,17017.6,5047.42,2644.81,MALE,HISPANIC,194438
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,30102.92,20996.52,2030,53129.44,14103.22,6222.37,MALE,HISPANIC,194439
2023,82,PUBLIC WORKS - SANITATION,5614-0,WASTEWATER TREATMENT MECHANIC,FULL_TIME,ACTIVE,30587.36,2581.66,3004.5,36173.52,9072.21,6579.72,MALE,CAUCASIAN,194440
2023,88,RECREATION AND PARKS,2415-0,SPECIAL PROGRAM ASSISTANT II,PART_TIME,ACTIVE,3067.52,0,100,3167.52,0,0,MALE,OTHER,194441
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,5452.61,0,139.75,5592.36,0,2550.17,MALE,HISPANIC,194442
2023,38,FIRE,2112-2,FIREFIGHTER II,FULL_TIME,ACTIVE,23792.8,549.63,357,24699.43,11146.93,5456.15,MALE,HISPANIC,194443
2023,6,ANIMAL SERVICES,4310-0,ANIMAL CARE TECHNICIAN,FULL_TIME,ACTIVE,18382.41,0,960.83,19343.24,5452.22,4151.77,FEMALE,HISPANIC,194444
2023,38,FIRE,1358-0,ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,16642.1,0,0,16642.1,4936.05,4319.63,FEMALE,FILIPINO,194445
2023,88,RECREATION AND PARKS,2415-0,SPECIAL PROGRAM ASSISTANT II,PART_TIME,ACTIVE,4952.24,599.52,153.53,5705.29,0,2550.17,FEMALE,OTHER,194446
2023,94,TRANSPORTATION,3218-1,SENIOR TRAFFIC SUPERVISOR I,FULL_TIME,ACTIVE,19944.64,783.71,470,21198.35,5915.58,2266.98,FEMALE,BLACK,194447
2023,28,COUNCIL,1539-0,MANAGEMENT ASSISTANT,FULL_TIME,ACTIVE,4211.2,0,0,4211.2,1249.04,0,FEMALE,CAUCASIAN,194448
2023,70,POLICE,2232-2,POLICE LIEUTENANT II,FULL_TIME,ACTIVE,28004.4,7228.54,2160,37392.94,13120.06,3555.64,MALE,CAUCASIAN,194449
2023,4,AIRPORTS,3225-2,AIRPORT POLICE OFFICER II,FULL_TIME,ACTIVE,30204.58,5342.35,1089.55,36636.48,8958.68,5613.02,MALE,BLACK,194450
2023,88,RECREATION AND PARKS,2418-1,ASSISTANT PARK SERVICES ATTENDANT I,PART_TIME,ACTIVE,2413.8,268.2,0,2682,0,1565.13,MALE,HISPANIC,194451
2023,87,ZOO,4305-0,SENIOR ANIMAL KEEPER,FULL_TIME,NOT_ACTIVE,0,0,212.01,212.01,0,0,MALE,HISPANIC,194452
2023,6,ANIMAL SERVICES,4311-0,ANIMAL CONTROL OFFICER,FULL_TIME,ACTIVE,21671.2,0,748.79,22419.99,6427.68,2672.11,FEMALE,CAUCASIAN,194453
2023,70,POLICE,2227-1,POLICE SERGEANT I,FULL_TIME,ACTIVE,40213.97,0,2030,42243.97,18840.24,6222.37,MALE,HISPANIC,194454
2023,4,AIRPORTS,3228-0,AIRPORT POLICE CAPTAIN,FULL_TIME,ACTIVE,56222.62,0,21596.14,77818.76,16675.63,6579.72,MALE,CAUCASIAN,194455
2023,88,RECREATION AND PARKS,0844-0,LOCKER ROOM ATTENDANT,PART_TIME,ACTIVE,2241.28,0,0,2241.28,0,0,FEMALE,OTHER,194456
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,5906.62,0,112.25,6018.87,0,2550.17,FEMALE,HISPANIC,194457
2023,88,RECREATION AND PARKS,0844-0,LOCKER ROOM ATTENDANT,PART_TIME,ACTIVE,3247.38,0,0,3247.38,0,0,MALE,OTHER,194458
2023,4,AIRPORTS,3156-A,CUSTODIAN - AIRPORTS,FULL_TIME,NOT_ACTIVE,0,0,493.87,493.87,0,0,FEMALE,BLACK,194459
2023,88,RECREATION AND PARKS,1358-0,ADMINISTRATIVE CLERK,FULL_TIME,ACTIVE,16672,0,0,16672,4944.92,2550.17,MALE,HISPANIC,194460
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,5116.74,0,0,5116.74,0,2581.67,FEMALE,ASIAN,194461
2023,82,PUBLIC WORKS - SANITATION,7871-2,ENVIRONMENTAL ENGINEERING ASSOCIATE II,FULL_TIME,ACTIVE,29422.4,0,400,29822.4,8726.68,2644.81,FEMALE,HISPANIC,194462
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,34591.82,3803.08,1850.24,40245.14,14496.69,2712.43,MALE,CAUCASIAN,194463
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,4070.84,0,0,4070.84,0,2550.17,MALE,HISPANIC,194464
2023,70,POLICE,2223-2,POLICE DETECTIVE II,FULL_TIME,NOT_ACTIVE,33549.5,0,109517.86,143067.36,10478.24,5289.46,MALE,HISPANIC,194465
2023,28,COUNCIL,0185-0,COUNCIL AIDE VI,FULL_TIME,ACTIVE,30388.3,0,0,30388.3,9013.17,5596.01,MALE,CAUCASIAN,194466
2023,38,FIRE,2112-2,FIREFIGHTER II,FULL_TIME,ACTIVE,23331.2,1486.95,537,25355.15,10930.67,3442.25,MALE,HISPANIC,194467
2023,70,POLICE,3711-5,EQUIPMENT MECHANIC,FULL_TIME,ACTIVE,26525.61,1746.09,1065.83,29337.53,7867.5,4224.99,MALE,TWO OR MORE RACES,194468
2023,88,RECREATION AND PARKS,1358-0,ADMINISTRATIVE CLERK,PART_TIME,ACTIVE,7556.66,0,45,7601.66,0,2550.17,FEMALE,HISPANIC,194469
2023,44,LIBRARY,6152-1,LIBRARIAN I,PART_TIME,ACTIVE,304.74,0,0,304.74,0,0,FEMALE,ASIAN,194470
2023,46,MAYOR,0145-0,MAYORAL AIDE V,FULL_TIME,ACTIVE,26550.1,0,0,26550.1,7874.76,2577.47,FEMALE,ASIAN,194471
2023,12,CITY ATTORNEY,0593-0,SENIOR HEARING OFFICER,FULL_TIME,ACTIVE,31223.03,0,1400,32623.03,9260.75,6579.72,FEMALE,ASIAN,194472
2023,82,PUBLIC WORKS - SANITATION,4110-2,WASTEWATER COLLECTION WORKER II,FULL_TIME,ACTIVE,23595.91,255.35,848.3,24699.56,6998.55,6579.72,MALE,HISPANIC,194473
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,171.18,0,0,171.18,0,0,UNKNOWN,NA,194474
2023,12,CITY ATTORNEY,0531-0,WITNESS SERVICE COORDINATOR,FULL_TIME,ACTIVE,21052,0,0,21052,6244.02,2550.17,FEMALE,BLACK,194475
2023,70,POLICE,2214-2,POLICE OFFICER II,FULL_TIME,ACTIVE,34728.35,0,2030,36758.35,16270.23,6222.37,MALE,ASIAN,194476
2023,70,POLICE,2223-2,POLICE DETECTIVE II,FULL_TIME,ACTIVE,42427.9,1519.4,2142,46089.3,19877.47,3484.46,MALE,ASIAN,194477
2023,88,RECREATION AND PARKS,3141-0,GARDENER CARETAKER,FULL_TIME,ACTIVE,12356.8,0,248,12604.8,3665.03,6579.72,FEMALE,HISPANIC,194478
2023,40,GENERAL SERVICES,3531-0,GARAGE ATTENDANT,FULL_TIME,ACTIVE,11638.4,0,70,11708.4,3451.95,2577.47,MALE,NA,194479
2023,12,CITY ATTORNEY,0586-0,LEGAL CLERK II,FULL_TIME,ACTIVE,15827.2,0,0,15827.2,4694.35,2550.17,FEMALE,HISPANIC,194480
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,37623.73,0,2030,39653.73,17626.72,6222.37,MALE,CAUCASIAN,194481
2023,4,AIRPORTS,3234-0,ASSISTANT AIRPORT POLICE CHIEF,FULL_TIME,ACTIVE,62792.68,0,112,62904.68,18624.31,5518.38,MALE,BLACK,194482
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,37766.49,6677.16,2030,46473.65,17693.6,2640.68,FEMALE,HISPANIC,194483
2023,38,FIRE,2112-3,FIREFIGHTER III,FULL_TIME,ACTIVE,34678.4,28522.64,357,63558.04,16246.83,6222.37,MALE,BLACK,194484
2023,70,POLICE,2223-1,POLICE DETECTIVE I,FULL_TIME,ACTIVE,38047.69,479.03,2030,40556.72,17825.34,6222.37,FEMALE,HISPANIC,194485
2023,70,POLICE,2214-3,POLICE OFFICER III,FULL_TIME,ACTIVE,33156.11,0,0,33156.11,15533.64,5134.78,FEMALE,HISPANIC,194486
2023,70,POLICE,2214-C,POLICE OFFICER I,FULL_TIME,ACTIVE,19850.88,106.36,8,19965.24,6375.28,2712.43,MALE,HISPANIC,194487
2023,38,FIRE,2131-0,ENGINEER OF FIRE DEPARTMENT,FULL_TIME,ACTIVE,41035.84,316,717,42068.84,19225.29,3379.18,MALE,HISPANIC,194488
2023,44,LIBRARY,6153-0,SENIOR LIBRARIAN,FULL_TIME,ACTIVE,34241.08,0,0,34241.08,10155.9,4319.63,MALE,CAUCASIAN,194489
2023,82,PUBLIC WORKS - SANITATION,5614-0,WASTEWATER TREATMENT MECHANIC,FULL_TIME,ACTIVE,29839.1,8741.58,380,38960.68,8850.28,5596.01,MALE,CAUCASIAN,194490
2023,88,RECREATION AND PARKS,2498-0,RECREATION ASSISTANT,PART_TIME,ACTIVE,5391.1,0,0,5391.1,0,1821.55,FEMALE,HISPANIC,194491
2023,70,POLICE,2200-2,FORENSIC PRINT SPECIALIST II,FULL_TIME,ACTIVE,1259.79,0,11.5,1271.29,373.65,338.73,FEMALE,HISPANIC,194492
2023,88,RECREATION AND PARKS,2418-1,ASSISTANT PARK SERVICES ATTENDANT I,PART_TIME,ACTIVE,3503.14,0,137.18,3640.32,0,0,FEMALE,OTHER,194493
2023,4,AIRPORTS,7294-A,SENIOR CONSTRUCTION INSPECTOR - AIRPORTS,FULL_TIME,ACTIVE,43671.4,954.24,870,45495.64,12952.94,2644.81,FEMALE,CAUCASIAN,194494
2023,39,OFFICE OF FINANCE,1514-2,TAX AUDITOR II,FULL_TIME,ACTIVE,31013.94,0,1978.24,32992.18,9198.73,2550.17,MALE,HISPANIC,194495
2023,70,POLICE,3211-0,DETENTION OFFICER,FULL_TIME,ACTIVE,24575.4,0,865,25440.4,7289.06,185.5,FEMALE,HISPANIC,194496
2023,94,TRANSPORTATION,3214-2,TRAFFIC OFFICER II,FULL_TIME,ACTIVE,19670.16,0,515,20185.16,5834.17,6579.72,FEMALE,BLACK,194497
2023,66,PERSONNEL,1117-3,EXECUTIVE ADMINISTRATIVE ASSISTANT III,FULL_TIME,ACTIVE,30376.39,0,0,30376.39,9009.64,2644.81,FEMALE,BLACK,194498
2023,88,RECREATION AND PARKS,2415-0,SPECIAL PROGRAM ASSISTANT II,PART_TIME,ACTIVE,5119.6,0,100,5219.6,0,2209.83,MALE,HISPANIC,194499
2023,86,PUBLIC WORKS - STREET SERVICES,3353-0,CEMENT FINISHER,FULL_TIME,ACTIVE,23980,0,402.29,24382.29,7112.47,5009.48,MALE,HISPANIC,194500
2023,88,RECREATION AND PARKS,1513-0,ACCOUNTANT,FULL_TIME,ACTIVE,24251.15,0,350,24601.15,7192.89,185.5,MALE,FILIPINO,194501
2023,42,HARBOR,3221-3,PORT POLICE OFFICER III,FULL_TIME,ACTIVE,36352.26,1752.7,17072.31,55177.27,17031.03,5940.34,MALE,HISPANIC,194502
2023,82,PUBLIC WORKS - SANITATION,4110-2,WASTEWATER COLLECTION WORKER II,FULL_TIME,ACTIVE,22782.7,2228.13,469,25479.83,6757.35,6579.72,MALE,HISPANIC,194503
